Campaign Number,Start Date,End Date,Channel,Channel_id,CampaignType,Campaign_type_id,Client,Client_id,Address,City,State,Zip,Email,Contact,Gender,Age,Audience_id,Target Location,Location_id,Views,Likes,Clicks,Conversions,Expense,Total Sales,Executive,Executive_id
C730,2023-05-29,2023-06-24,Email,CH002,Sales,CT002,Patterson and Sons,CL 006,0171 Patricia Street Suite 265,Frankmouth,MS,50700-0717,nataliemartinez@hotmail.com,Christopher Riggs,Female,18-40,AU004,Australia,LO007,11071.0,3916.0,1264.0,522.0,46658.64,40872.43,Jesus Rivera,EX004
C731,2023-03-18,2023-04-05,TikTok,CH003,Sales,CT002,"Weaver, Garner and Ramos",CL 002,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,52632-7557,oscott@gmail.com,Melinda Johnston,Male,40-60,AU003,LATAM,LO002,6346.0,5909.0,4752.0,943.0,11691.85,66555.73,Brandon Townsend Jr.,EX002
C732,2023-02-18,2023-02-24,TikTok,CH003,Sign Up,CT001,Fisher Group,CL 023,880 Watson Ramp Suite 059,Reynoldsfurt,GU,10725,brian57@hotmail.com,Jeremy Baker,Seniors,60+,AU006,LATAM,LO002,41486.0,7814.0,2925.0,285.0,25239.37,0.0,Melissa Haynes,EX008
C733,2023-09-08,2023-10-03,YouTube,CH001,Sales,CT002,Patterson and Sons,CL 006,0171 Patricia Street Suite 265,Frankmouth,MS,50700-0717,nataliemartinez@hotmail.com,Christopher Riggs,Female,40-60,AU010,Japan,LO005,45170.0,151.0,3997.0,603.0,2468.22,59281.2,Jesus Rivera,EX004
C734,2023-12-12,2024-01-01,Email,CH002,Sales,CT002,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Adults,18-40,AU001,Canada,LO003,57486.0,1723.0,1935.0,430.0,45511.99,62744.22,Kyle Serrano,EX010
C735,2023-06-17,2023-07-17,YouTube,CH001,Sign Up,CT001,"Ruiz, Cox and Meyer",CL 071,5058 Frank Locks,Blackmouth,MI,7896,vjohnson@yahoo.com,Anne Davis,Seniors,60+,AU006,USA,LO001,30597.0,3511.0,3277.0,214.0,23225.69,0.0,Aaron Faulkner,EX009
C736,2023-03-02,2023-03-12,YouTube,CH001,Sign Up,CT001,Drake-Vasquez,CL 038,8980 Cox Park,South Robert,NV,66099-6728,tylersheila@hicks.com,Teresa Doyle,Adults,40-60,AU007,LATAM,LO002,33344.0,4245.0,4003.0,787.0,22087.12,0.0,Michael Camacho,EX007
C737,2023-07-27,2023-08-20,YouTube,CH001,Sales,CT002,Gray Ltd,CL 024,Unit 4555 Box 7398,DPO AE 23911-7290,,,owenmelinda@yahoo.com,Mark Long,Female,60+,AU002,USA,LO001,79240.0,3946.0,4626.0,754.0,15375.15,49579.17,Jesus Rivera,EX004
C738,2023-11-23,2023-12-21,Instagram,CH004,Sales,CT002,"Jones, Miranda and Martin",CL 055,45011 Marc Roads Apt. 548,Johnsonbury,NJ,40892,kristenhoward@yahoo.com,Christine Barnes,Male,18-40,AU009,Australia,LO007,61638.0,4876.0,2734.0,633.0,8080.11,53924.88,Thomas Ryan,EX003
C739,2023-02-08,2023-02-26,Instagram,CH004,Sign Up,CT001,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Male,60+,AU005,LATAM,LO002,73821.0,2101.0,4534.0,227.0,16789.66,0.0,Thomas Ryan,EX003
C740,2023-07-07,2023-07-24,Instagram,CH004,Sales,CT002,Roberts-Brown,CL 019,725 Peter Lights Apt. 639,South Janet,WV,83873-6339,nguyendustin@gmail.com,Samantha Hudson,Adults,18-40,AU001,India,LO008,64390.0,4275.0,3299.0,61.0,25802.69,81337.96,Thomas Ryan,EX003
C741,2023-12-13,2024-01-08,Facebook,CH005,Sales,CT002,"Rowe, Morse and Morgan",CL 059,247 Young Spur,North Jacobview,WI,24275,hstafford@yahoo.com,Destiny Atkins,Female,40-60,AU010,Japan,LO005,89940.0,6464.0,4095.0,903.0,2045.18,51454.54,Becky Brown,EX006
C742,2023-10-08,2023-10-26,YouTube,CH001,Sales,CT002,Melton-Smith,CL 045,03793 Jacobs Branch,West Max,MA,54633-3659,mercertimothy@huff.com,Patrick Abbott,Female,60+,AU002,Europe,LO004,80976.0,9094.0,644.0,610.0,34104.78,27355.71,Lauren Riggs,EX001
C743,2023-09-10,2023-09-25,TikTok,CH003,Sign Up,CT001,Daniels Group,CL 049,567 Jill Motorway,Sarabury,GU,20455-6244,michael10@gmail.com,Annette Rice,Adults,18-40,AU001,Canada,LO003,53233.0,1240.0,2489.0,656.0,15346.75,0.0,Wesley Simon,EX005
C744,2023-08-29,2023-09-21,Instagram,CH004,Sales,CT002,Lewis PLC,CL 013,621 Woodard Manors Apt. 208,Port Amy,ME,05157-2612,beth20@gmail.com,Diana Love,Teens,13-19,AU008,LATAM,LO002,93909.0,8933.0,156.0,972.0,13840.48,32545.91,Thomas Ryan,EX003
C745,2023-06-03,2023-06-10,Facebook,CH005,Sales,CT002,"Holloway, Cox and Ford",CL 046,7800 Dorsey Tunnel Suite 734,West Tracy,UT,56027,joseph49@hodges-campbell.com,Dennis Carr,Female,60+,AU002,UK,LO006,98390.0,2832.0,140.0,244.0,22545.15,31128.93,Brandon Townsend Jr.,EX002
C746,2023-04-08,2023-04-30,Instagram,CH004,Sign Up,CT001,Salinas-Chavez,CL 003,53637 Bonnie Walk Suite 961,South Adrianaport,IA,49560,richard84@hotmail.com,Chelsea Hoffman,Teens,13-19,AU008,LATAM,LO002,71266.0,5846.0,1306.0,304.0,41696.15,0.0,Thomas Ryan,EX003
C747,2023-04-25,2023-05-18,Instagram,CH004,Sales,CT002,Bernard and Sons,CL 044,8622 Ricky Knoll,New Jenniferville,GA,79764-9207,johnsonrobert@white.com,Julia Moore,Male,40-60,AU003,LATAM,LO002,13318.0,3763.0,1383.0,653.0,33216.65,34525.6,Thomas Ryan,EX003
C748,2023-09-01,2023-09-05,YouTube,CH001,Sales,CT002,"Jones, Miranda and Martin",CL 055,45011 Marc Roads Apt. 548,Johnsonbury,NJ,40892,kristenhoward@yahoo.com,Christine Barnes,Female,60+,AU002,Canada,LO003,56947.0,3454.0,1009.0,257.0,45811.16,36634.87,Thomas Ryan,EX003
C749,2023-06-20,2023-07-03,Facebook,CH005,Sign Up,CT001,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Female,18-40,AU004,Australia,LO007,29177.0,2965.0,2867.0,178.0,40410.97,0.0,Jesus Rivera,EX004
C750,2023-08-27,2023-09-09,TikTok,CH003,Sales,CT002,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Male,60+,AU005,USA,LO001,34537.0,6655.0,4507.0,70.0,18256.07,55411.16,Jesus Rivera,EX004
C751,2023-06-12,2023-07-03,Instagram,CH004,Sales,CT002,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Female,18-40,AU004,India,LO008,21267.0,5640.0,4575.0,219.0,4454.77,70457.15,Jesus Rivera,EX004
C752,2023-01-23,2023-02-10,Facebook,CH005,Sales,CT002,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Seniors,60+,AU006,LATAM,LO002,69018.0,7117.0,2335.0,53.0,16919.98,26592.08,Thomas Ryan,EX003
C753,2023-02-05,2023-03-03,Email,CH002,Sales,CT002,Pearson-Shah,CL 077,5117 Suzanne Branch,Barnesmouth,VA,53846,anthony54@perez.com,Shannon Martinez,Adults,40-60,AU007,UK,LO006,15799.0,3437.0,2047.0,215.0,15074.95,62729.46,Jesus Rivera,EX004
C754,2023-10-03,2023-10-28,Facebook,CH005,Sales,CT002,Pearson-Shah,CL 077,5117 Suzanne Branch,Barnesmouth,VA,53846,anthony54@perez.com,Shannon Martinez,Male,40-60,AU003,Australia,LO007,30804.0,3130.0,2790.0,534.0,35795.66,51412.82,Jesus Rivera,EX004
C755,2023-11-26,2023-12-16,YouTube,CH001,Sign Up,CT001,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Male,18-40,AU009,Europe,LO004,46011.0,4350.0,214.0,92.0,45635.75,0.0,Aaron Faulkner,EX009
C756,2023-04-01,2023-04-12,YouTube,CH001,Sign Up,CT001,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Adults,40-60,AU007,UK,LO006,82658.0,5137.0,4259.0,414.0,48384.07,0.0,Brandon Townsend Jr.,EX002
C757,2023-01-14,2023-01-30,Facebook,CH005,Sign Up,CT001,Bernard and Sons,CL 044,8622 Ricky Knoll,New Jenniferville,GA,79764-9207,johnsonrobert@white.com,Julia Moore,Seniors,60+,AU006,Europe,LO004,46430.0,3477.0,2674.0,982.0,3928.46,0.0,Thomas Ryan,EX003
C758,2023-06-25,2023-06-29,Instagram,CH004,Sign Up,CT001,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Male,18-40,AU009,Australia,LO007,61248.0,9357.0,1883.0,708.0,559.99,0.0,Thomas Ryan,EX003
C759,2023-08-14,2023-08-27,Email,CH002,Sales,CT002,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Adults,40-60,AU007,Australia,LO007,44770.0,4629.0,449.0,10.0,5754.61,46482.49,Jesus Rivera,EX004
C760,2023-08-26,2023-08-30,Facebook,CH005,Sales,CT002,Edwards-Hoover,CL 069,86879 Carol Cove,North Evanton,MT,25565,bryantmichelle@rocha.com,Erika Owens,Female,40-60,AU010,Japan,LO005,75845.0,4802.0,4296.0,490.0,17746.64,23153.0,Melissa Haynes,EX008
C761,2023-04-13,2023-04-28,Facebook,CH005,Sales,CT002,Salinas-Chavez,CL 003,53637 Bonnie Walk Suite 961,South Adrianaport,IA,49560,richard84@hotmail.com,Chelsea Hoffman,Adults,40-60,AU007,Europe,LO004,24688.0,2505.0,4693.0,690.0,14095.14,38284.27,Thomas Ryan,EX003
C762,2023-01-13,2023-02-07,TikTok,CH003,Sales,CT002,Bernard and Sons,CL 044,8622 Ricky Knoll,New Jenniferville,GA,79764-9207,johnsonrobert@white.com,Julia Moore,Female,60+,AU002,LATAM,LO002,5833.0,360.0,3769.0,84.0,33506.1,57573.27,Thomas Ryan,EX003
C763,2023-03-29,2023-04-15,Facebook,CH005,Sign Up,CT001,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Male,40-60,AU003,India,LO008,42567.0,6238.0,3141.0,854.0,24364.31,0.0,Melissa Haynes,EX008
C764,2023-01-25,2023-02-11,TikTok,CH003,Sales,CT002,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Female,60+,AU002,Australia,LO007,88591.0,2882.0,115.0,482.0,48335.51,23153.0,Aaron Faulkner,EX009
C765,2023-04-25,2023-04-27,Instagram,CH004,Sales,CT002,Harmon Inc,CL 075,3532 Carla Spurs Suite 631,East Susanside,VA,63110-6508,steven77@miller.com,Heidi Black,Adults,40-60,AU007,Canada,LO003,64682.0,550.0,1743.0,543.0,35204.31,61453.76,Kyle Serrano,EX010
C766,2023-05-27,2023-06-26,TikTok,CH003,Sales,CT002,Hughes-Sullivan,CL 076,5874 Guerra Courts Suite 368,South Codyhaven,OR,93465,williamsnathaniel@yahoo.com,Roy Obrien,Male,60+,AU005,Japan,LO005,45614.0,387.0,4368.0,270.0,26224.71,79247.04,Brandon Townsend Jr.,EX002
C767,2023-05-02,2023-05-16,Facebook,CH005,Sales,CT002,"Hernandez, Keller and Berry",CL 072,Unit 2637 Box 1240,DPO AE 48178,,,mary90@yahoo.com,Kristin Carson,Female,40-60,AU010,USA,LO001,76723.0,2040.0,2926.0,722.0,8493.35,41555.06,Thomas Ryan,EX003
C768,2023-10-14,2023-10-16,Instagram,CH004,Sales,CT002,Edwards LLC,CL 043,123 Amanda Summit,Lake Marietown,IL,81773-5493,tinamckay@sharp-smith.com,Matthew Davis,Teens,13-19,AU008,UK,LO006,41110.0,799.0,3358.0,298.0,26486.07,23153.0,Melissa Haynes,EX008
C769,2023-03-13,2023-03-24,Instagram,CH004,Sign Up,CT001,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Male,40-60,AU003,LATAM,LO002,88879.0,155.0,1427.0,725.0,40028.78,0.0,Lauren Riggs,EX001
C770,2023-07-17,2023-07-29,YouTube,CH001,Sign Up,CT001,Jackson Inc,CL 015,96299 Miller Spur,Jensenfurt,CA,97794-3156,jeremy09@yahoo.com,Karen Rivers,Adults,40-60,AU007,Japan,LO005,85108.0,5986.0,3548.0,812.0,26333.81,0.0,Thomas Ryan,EX003
C771,2023-12-27,2024-01-10,YouTube,CH001,Sales,CT002,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Male,60+,AU005,Australia,LO007,23016.0,7458.0,1991.0,898.0,13060.69,44261.53,Melissa Haynes,EX008
C772,2023-10-16,2023-10-21,Instagram,CH004,Sales,CT002,Reed-Johnson,CL 070,01161 Mcintyre Burg,Robinsonport,CO,51964,stacy50@bates-martin.com,John Terrell,Teens,13-19,AU008,UK,LO006,40271.0,6298.0,1757.0,820.0,39602.8,69783.21,Becky Brown,EX006
C773,2023-03-15,2023-03-30,TikTok,CH003,Sign Up,CT001,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Male,18-40,AU009,Canada,LO003,25789.0,2637.0,932.0,321.0,16102.7,0.0,Jesus Rivera,EX004
C774,2023-04-26,2023-05-21,TikTok,CH003,Sales,CT002,Hernandez Inc,CL 052,9452 Amber Mills,Lopezville,NV,94038-0838,uhansen@livingston.com,Traci Holden,Female,60+,AU002,LATAM,LO002,79397.0,9217.0,2441.0,62.0,10056.92,49379.31,Melissa Haynes,EX008
C775,2023-06-04,2023-06-05,Instagram,CH004,Sign Up,CT001,"Russell, Wilson and Rogers",CL 004,27907 Deborah Hill Suite 235,Abigailbury,CO,58408,michael78@yahoo.com,Michael Howard,Female,40-60,AU010,Australia,LO007,74420.0,7133.0,4124.0,696.0,11759.87,0.0,Thomas Ryan,EX003
C776,2023-10-05,2023-10-27,TikTok,CH003,Sales,CT002,"Noble, Mcneil and Cooper",CL 009,36911 Gay Streets Suite 795,Brentmouth,LA,62951-4782,sarahparks@yahoo.com,Mark Garcia,Adults,18-40,AU001,Canada,LO003,25765.0,5815.0,1302.0,350.0,22077.27,27287.92,Wesley Simon,EX005
C777,2023-11-08,2023-12-05,Instagram,CH004,Sign Up,CT001,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Adults,40-60,AU007,Japan,LO005,35189.0,7969.0,1611.0,901.0,20224.06,0.0,Michael Camacho,EX007
C778,2023-10-29,2023-11-13,TikTok,CH003,Sales,CT002,"Bush, Mendez and Smith",CL 028,791 Darryl Squares Suite 934,Holdenport,OH,41129-2197,churchtimothy@yahoo.com,Patrick Williams,Female,18-40,AU004,India,LO008,44867.0,5773.0,2382.0,593.0,24009.95,59366.59,Brandon Townsend Jr.,EX002
C779,2023-03-15,2023-04-12,YouTube,CH001,Sign Up,CT001,"Fox, Carter and Cunningham",CL 033,99919 Michelle Green Apt. 424,West Hannah,KY,63482-6699,bradymcclain@hotmail.com,Andre Manning,Adults,40-60,AU007,India,LO008,7496.0,7818.0,1748.0,857.0,43895.38,0.0,Brandon Townsend Jr.,EX002
C780,2023-08-24,2023-09-03,TikTok,CH003,Sales,CT002,Reed-Johnson,CL 070,01161 Mcintyre Burg,Robinsonport,CO,51964,stacy50@bates-martin.com,John Terrell,Adults,40-60,AU007,India,LO008,82465.0,1490.0,4815.0,983.0,1759.67,50599.26,Becky Brown,EX006
C781,2023-03-08,2023-04-03,YouTube,CH001,Sales,CT002,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Adults,18-40,AU001,USA,LO001,23245.0,3719.0,806.0,498.0,48705.66,46912.6,Lauren Riggs,EX001
C782,2023-08-28,2023-09-21,TikTok,CH003,Sales,CT002,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Male,18-40,AU009,USA,LO001,80911.0,4141.0,1516.0,172.0,26373.84,26675.91,Lauren Riggs,EX001
C783,2023-10-29,2023-11-12,Instagram,CH004,Sign Up,CT001,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Teens,13-19,AU008,UK,LO006,56882.0,976.0,4058.0,130.0,26337.7,0.0,Aaron Faulkner,EX009
C784,2023-08-13,2023-08-24,Facebook,CH005,Sign Up,CT001,Edwards LLC,CL 043,123 Amanda Summit,Lake Marietown,IL,81773-5493,tinamckay@sharp-smith.com,Matthew Davis,Female,60+,AU002,Japan,LO005,97272.0,4580.0,4225.0,470.0,47279.17,0.0,Melissa Haynes,EX008
C785,2023-01-08,2023-02-02,Email,CH002,Sales,CT002,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Adults,40-60,AU007,Canada,LO003,62837.0,8418.0,2255.0,569.0,45109.32,61279.89,Brandon Townsend Jr.,EX002
C786,2023-08-11,2023-08-21,Instagram,CH004,Sales,CT002,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Adults,40-60,AU007,UK,LO006,30163.0,1510.0,3037.0,429.0,11147.66,36432.66,Brandon Townsend Jr.,EX002
C787,2023-07-25,2023-07-30,YouTube,CH001,Sign Up,CT001,Reyes-Rios,CL 030,49937 Christopher Unions,Gutierrezmouth,MI,13751-5785,cunninghamjerry@gmail.com,Eric Davis,Male,60+,AU005,Australia,LO007,94708.0,2586.0,331.0,656.0,41274.42,0.0,Wesley Simon,EX005
C788,2023-10-04,2023-10-06,TikTok,CH003,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Teens,13-19,AU008,Australia,LO007,58272.0,627.0,1506.0,646.0,17828.55,48920.73,Wesley Simon,EX005
C789,2023-05-21,2023-06-04,TikTok,CH003,Sign Up,CT001,"Parker, Velasquez and Dixon",CL 036,33302 Fuller Lakes,West Christopher,MH,17095,hutchinsonmary@gmail.com,Brian George,Adults,40-60,AU007,UK,LO006,40724.0,2865.0,2240.0,252.0,10388.09,0.0,Aaron Faulkner,EX009
C790,2023-08-29,2023-09-13,Email,CH002,Sales,CT002,"Holloway, Cox and Ford",CL 046,7800 Dorsey Tunnel Suite 734,West Tracy,UT,56027,joseph49@hodges-campbell.com,Dennis Carr,Female,60+,AU002,Australia,LO007,17486.0,4370.0,1581.0,331.0,9872.39,82062.06,Brandon Townsend Jr.,EX002
C791,2023-06-04,2023-06-21,TikTok,CH003,Sign Up,CT001,Green-Blake,CL 050,230 Brandon Bypass Apt. 679,New Melissa,TN,37505-3043,karenpayne@yahoo.com,Dustin Ramirez,Adults,18-40,AU001,Australia,LO007,68615.0,7809.0,4508.0,877.0,49861.53,0.0,Jesus Rivera,EX004
C792,2023-01-23,2023-02-02,Email,CH002,Sales,CT002,"Hunt, Woods and Saunders",CL 016,48531 Garcia Walk,Gonzalesville,WY,31844,rramsey@warren.com,April Brewer,Female,18-40,AU004,Australia,LO007,26909.0,4668.0,3847.0,713.0,14532.15,68857.29,Melissa Haynes,EX008
C793,2023-01-22,2023-02-20,TikTok,CH003,Sign Up,CT001,"Hunt, Woods and Saunders",CL 016,48531 Garcia Walk,Gonzalesville,WY,31844,rramsey@warren.com,April Brewer,Teens,13-19,AU008,Australia,LO007,6360.0,7701.0,3086.0,689.0,33424.0,0.0,Melissa Haynes,EX008
C794,2023-09-18,2023-10-16,YouTube,CH001,Sales,CT002,"Miller, Bryant and Burnett",CL 037,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,12690-6573,bjohnson@martin-williams.com,Christopher Clark,Adults,18-40,AU001,LATAM,LO002,70926.0,5011.0,3520.0,26.0,45219.55,50099.81,Aaron Faulkner,EX009
C795,2023-10-11,2023-10-28,Email,CH002,Sales,CT002,"Parker, Velasquez and Dixon",CL 036,33302 Fuller Lakes,West Christopher,MH,17095,hutchinsonmary@gmail.com,Brian George,Male,60+,AU005,Japan,LO005,27486.0,8677.0,1001.0,664.0,47045.79,64583.92,Aaron Faulkner,EX009
C796,2023-09-17,2023-09-21,Instagram,CH004,Sales,CT002,Cunningham-Little,CL 042,Unit 5043 Box 8770,DPO AP 84852,,,christopher51@watson.net,Stephanie Fernandez,Female,40-60,AU010,Europe,LO004,88672.0,3758.0,1721.0,112.0,15921.72,41946.82,Becky Brown,EX006
C797,2023-04-20,2023-05-16,Facebook,CH005,Sales,CT002,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Female,40-60,AU010,India,LO008,49080.0,5882.0,342.0,205.0,11987.73,29589.29,Jesus Rivera,EX004
C798,2023-07-05,2023-08-04,Instagram,CH004,Sales,CT002,"Russell, Wilson and Rogers",CL 004,27907 Deborah Hill Suite 235,Abigailbury,CO,58408,michael78@yahoo.com,Michael Howard,Female,60+,AU002,India,LO008,73154.0,6775.0,4143.0,980.0,39831.14,33155.7,Thomas Ryan,EX003
C799,2023-12-18,2024-01-10,Instagram,CH004,Sign Up,CT001,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Seniors,60+,AU006,Japan,LO005,82746.0,9457.0,3330.0,262.0,23276.85,0.0,Jesus Rivera,EX004
C800,2023-11-12,2023-12-01,Instagram,CH004,Sales,CT002,Edwards-Hoover,CL 069,86879 Carol Cove,North Evanton,MT,25565,bryantmichelle@rocha.com,Erika Owens,Seniors,60+,AU006,Europe,LO004,4221.0,5135.0,4950.0,623.0,18165.23,38296.72,Melissa Haynes,EX008
C801,2023-05-31,2023-06-27,Facebook,CH005,Sales,CT002,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Adults,40-60,AU007,UK,LO006,95035.0,5137.0,4657.0,496.0,43676.03,57171.53,Lauren Riggs,EX001
C802,2023-08-06,2023-09-03,Facebook,CH005,Sign Up,CT001,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Female,60+,AU002,Europe,LO004,30527.0,2638.0,1024.0,514.0,30502.1,0.0,Thomas Ryan,EX003
C803,2023-12-19,2024-01-17,Instagram,CH004,Sign Up,CT001,Herrera-Cook,CL 040,0613 David Haven Apt. 354,North Samantha,MI,10699-1384,ijordan@gmail.com,Madison York,Male,60+,AU005,Japan,LO005,87591.0,7669.0,821.0,315.0,35480.35,0.0,Wesley Simon,EX005
C804,2023-12-16,2023-12-20,Facebook,CH005,Sign Up,CT001,"Noble, Mcneil and Cooper",CL 009,36911 Gay Streets Suite 795,Brentmouth,LA,62951-4782,sarahparks@yahoo.com,Mark Garcia,Male,40-60,AU003,Japan,LO005,32615.0,3765.0,2117.0,25.0,3917.52,0.0,Wesley Simon,EX005
C805,2023-02-17,2023-02-22,Facebook,CH005,Sales,CT002,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Male,40-60,AU003,Australia,LO007,48431.0,7925.0,4658.0,816.0,32630.08,45870.58,Thomas Ryan,EX003
C806,2023-05-19,2023-06-09,Email,CH002,Sales,CT002,Jones LLC,CL 035,89103 Jennings Cape Suite 740,South Dianafort,FL,68504,norrisjames@pearson-burton.biz,Danielle Hernandez,Teens,13-19,AU008,Canada,LO003,47166.0,2283.0,664.0,20.0,28538.68,35276.24,Aaron Faulkner,EX009
C807,2023-02-27,2023-03-12,YouTube,CH001,Sales,CT002,Daniels Group,CL 049,567 Jill Motorway,Sarabury,GU,20455-6244,michael10@gmail.com,Annette Rice,Male,40-60,AU003,UK,LO006,92466.0,3149.0,4095.0,440.0,37729.47,55920.34,Wesley Simon,EX005
C808,2023-04-19,2023-05-14,TikTok,CH003,Sales,CT002,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Male,60+,AU005,Australia,LO007,17199.0,9495.0,3718.0,650.0,41670.6,57236.2,Melissa Haynes,EX008
C809,2023-11-30,2023-12-05,Facebook,CH005,Sign Up,CT001,Riley PLC,CL 018,699 Anderson Glen,Parkerside,AZ,15616-1374,jennifer09@york.org,Gary Reed,Seniors,60+,AU006,India,LO008,87168.0,7083.0,1327.0,673.0,3855.17,0.0,Kyle Serrano,EX010
C810,2023-07-15,2023-07-21,Facebook,CH005,Sign Up,CT001,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Male,18-40,AU009,Europe,LO004,70375.0,9726.0,2521.0,25.0,10592.77,0.0,Aaron Faulkner,EX009
C811,2023-03-24,2023-04-06,TikTok,CH003,Sales,CT002,Melton-Smith,CL 045,03793 Jacobs Branch,West Max,MA,54633-3659,mercertimothy@huff.com,Patrick Abbott,Male,18-40,AU009,Europe,LO004,8666.0,813.0,3396.0,920.0,15938.86,32239.68,Lauren Riggs,EX001
C812,2023-07-22,2023-08-04,YouTube,CH001,Sales,CT002,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Female,40-60,AU010,Japan,LO005,34088.0,6888.0,4970.0,187.0,26072.74,60768.26,Lauren Riggs,EX001
C813,2023-02-12,2023-03-07,Email,CH002,Sales,CT002,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Female,40-60,AU010,UK,LO006,40982.0,5678.0,233.0,667.0,29725.66,62029.64,Kyle Serrano,EX010
C814,2023-12-04,2023-12-10,TikTok,CH003,Sales,CT002,"Noble, Mcneil and Cooper",CL 009,36911 Gay Streets Suite 795,Brentmouth,LA,62951-4782,sarahparks@yahoo.com,Mark Garcia,Teens,13-19,AU008,Canada,LO003,95586.0,1018.0,1724.0,232.0,22154.49,29942.86,Wesley Simon,EX005
C815,2023-08-08,2023-08-27,Facebook,CH005,Sign Up,CT001,Bernard and Sons,CL 044,8622 Ricky Knoll,New Jenniferville,GA,79764-9207,johnsonrobert@white.com,Julia Moore,Teens,13-19,AU008,Europe,LO004,86611.0,527.0,2971.0,634.0,45987.29,0.0,Thomas Ryan,EX003
